imo_number,mmsi,name,vessel_class,ship_type,flag,dwt_mt,gross_tonnage,loa_m,beam_m,max_draft_m,cargo_capacity_mt,year_built,source,source_reference,provenance,observed_at,identity_classification
,,CORMA,Cargo ship,Cargo ship,,,,61.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ROXANNA,Tanker,Tanker,,,,110.0,12.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8201210,367360990,NORTH SEA,Tug,Tug,,373.0,418.0,36.0,10.0,4.2,,1982.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ORTYGIA,Cargo ship,Cargo ship,,,,110.0,11.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9345386,245097000,PULPCA,Ro-Ro Cargo Ship,Ro-Ro Cargo Ship,,18250.0,28289.0,205.0,26.0,8.4,,2008.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,LAMANTIJN,Cargo ship,Cargo ship,,,,110.0,11.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9236743,215107000,SEARAMBLER,Oil Products Tanker,Oil Products Tanker,,39551.0,23236.0,182.0,26.0,11.739,,2001.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,VIGILANT,Port tender,Port tender,,,,7.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8919269,245026000,RYNDAM,Passenger (Cruise) Ship,Passenger (Cruise) Ship,,7447.0,55819.0,220.0,32.0,7.71,,1994.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9458092,538004313,MAERSK ESSEX,Container Ship,Container Ship,,142105.0,141716.0,366.0,48.0,15.5,,2011.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8841747,273336300,VOLGO-BALT 229,General Cargo Ship,General Cargo Ship,,3180.0,2516.0,114.0,13.0,3.64,,1981.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9294795,351302000,EVERRICH 2,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,14298.0,8259.0,134.0,21.0,8.813,,2004.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9428205,305649000,SAMBA,Container Ship,Container Ship,,8199.0,7584.0,129.0,20.0,7.4,,2007.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,NECKAR,Cargo ship,Cargo ship,,,,86.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,VERA CRUZ,Sailing vessel,Sailing vessel,,,,24.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9329095,240348000,HIGHSPEED 5,Passenger/Ro-Ro Cargo Ship,Passenger/Ro-Ro Cargo Ship,,470.0,4913.0,85.0,21.0,3.018,,2005.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,THEAN VI,Cargo ship,Cargo ship,,,,50.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,KVBODEON ELLY,Cargo ship,Cargo ship,,,,187.0,11.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9247405,311071300,CLIPPER MARLENE,General Cargo Ship,General Cargo Ship,,17539.0,11894.0,143.0,22.0,9.7,,2001.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ATLANTA,Cargo ship,Cargo ship,,,,50.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
7903093,258831000,HOEGH TROPICANA,Vehicles Carrier,Vehicles Carrier,,12003.0,33359.0,180.0,29.0,8.518,,1980.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9341988,636092200,DS BLUE WAVE,Container Ship,Container Ship,,8165.0,7545.0,129.0,22.0,7.4,,2007.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9116876,311321000,VISION OF THE SEAS,Passenger (Cruise) Ship,Passenger (Cruise) Ship,,5000.0,78717.0,280.0,32.0,7.77,,1998.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9143374,308095000,GREEN BERGEN,Refrigerated Cargo Ship,Refrigerated Cargo Ship,,4000.0,3817.0,98.0,16.0,6.0,,1998.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9311361,240516000,ANTIPOLIS,Oil Products Tanker,Oil Products Tanker,,74543.0,42096.0,229.0,33.0,7.47,,2006.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,OFFSHORE PHANTOM,HSC,HSC,,,,16.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9464223,356475000,TIAN WANG XING,General Cargo Ship,General Cargo Ship,,9106.0,7460.0,122.0,20.0,7.2,,2008.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9316311,308654000,SEINE HIGHWAY,Vehicles Carrier,Vehicles Carrier,,8100.0,23498.0,148.0,25.0,7.9,,2007.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ESMALIJN,Cargo ship,Cargo ship,,,,135.0,12.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,TRAMONTANE,Tanker,Tanker,,,,55.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
7014359,231126000,VESTURLAND,Fishing Vessel,Fishing Vessel,,165.0,295.0,34.0,8.0,3.574,,1970.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9363493,548799000,BOW HECTOR,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,33694.0,20145.0,175.0,28.0,11.0,,2009.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,DEI GRATIAS,Cargo ship,Cargo ship,,,,75.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9268370,244011000,VOLVOX OLYMPIA,Hopper Dredger,Hopper Dredger,,6355.0,4967.0,90.0,18.0,6.56,,2003.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8906224,230987660,NATHALIE,General Cargo Ship,General Cargo Ship,,1300.0,852.0,64.0,10.0,3.39,,1989.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,NEPTUNUS 1,Passenger ship,Passenger ship,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9416795,538003323,AUTUMN,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,13052.0,8539.0,129.0,23.0,8.71,,2008.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9462029,566410000,APL SALALAH,Container Ship,Container Ship,,131476.0,128929.0,347.0,45.0,15.5,,2012.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,FREYJA,Cargo ship,Cargo ship,,,,110.0,10.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MADRE CONSUELO,Fishing vessel,Fishing vessel,,,,32.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,F/V OCEANE III,Fishing vessel,Fishing vessel,,,,19.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9163192,538090286,NEPTUN,Container Ship,Container Ship,,29233.0,23722.0,196.0,28.0,11.5,,1998.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9480992,246823000,URSULA ESSBERGER,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,5322.0,4807.0,99.0,17.0,7.0,,2011.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9063859,247061300,NATALIE M,Passenger Ship,Passenger Ship,,100.0,194.0,34.0,14.0,1.68,,2002.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9198824,224069930,NOVO MORRINA,Stern Trawler,Stern Trawler,,152.0,298.0,32.0,8.0,3.98,,1998.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,NIGHT FEVER,Pleasure craft,Pleasure craft,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,F/V BETI AINGERU,Fishing vessel,Fishing vessel,,,,32.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9483190,636091794,E.R. BOLOGNA,Bulk Carrier,Bulk Carrier,,55561.0,32672.0,188.0,32.0,12.85,,2009.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9298727,538002220,NEW ENGLAND,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,37515.0,23356.0,183.0,28.0,11.2,,2005.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,RAFAEL Y VICTORIA,Fishing vessel,Fishing vessel,,,,19.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LABOE,Passenger Ship,Passenger Ship,,50.0,266.0,33.0,8.0,,,1984.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9184421,255924000,BEZA,General Cargo Ship,General Cargo Ship,,3700.0,2469.0,86.0,13.0,5.71,,2000.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9273387,563952000,CHEMBULK NEW ORLEANS,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,32363.0,20033.0,174.0,28.0,10.623,,2003.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9238363,245064000,TEXEL,General Cargo Ship,General Cargo Ship,,8930.0,6301.0,132.0,16.0,7.16,,2002.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,DESTINY,Tanker,Tanker,,,,85.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9228409,247104200,ANNAMARIA LAURO,Passenger Ship,Passenger Ship,,52.0,449.0,49.0,9.0,1.989,,2000.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,THURGAU DALMATIA,Passenger ship,Passenger ship,,,,34.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9576703,370039000,KARELIA,General Cargo Ship,General Cargo Ship,,4487.0,2997.0,90.0,14.0,5.82,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8309529,319449000,STOLT AQUAMARINE,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,38761.0,23964.0,177.0,32.0,11.428,,1986.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,OLEANDER,Cargo ship,Cargo ship,,,,105.0,10.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9033866,306441000,LEHMANN SPRINTER,General Cargo Ship,General Cargo Ship,,3030.0,1999.0,82.0,13.0,4.95,,1992.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,VAR,Tanker,Tanker,,,,85.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MAURICE,Cargo ship,Cargo ship,,,,55.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9199402,236111943,TRANSFORZA,General Cargo Ship,General Cargo Ship,,4275.0,3244.0,100.0,16.0,4.6,,2000.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,DOLFIJN,Tanker,Tanker,,,,86.0,11.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,POLARIS,Cargo ship,Cargo ship,,,,73.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,AVONTUUR II,Dredging or UW ops,Dredging or UW ops,,,,40.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,CHRISTAL,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NOVA-SPES,Cargo ship,Cargo ship,,,,67.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8314158,368769000,GIANELLA,Oil Products Tanker,Oil Products Tanker,,33095.0,21471.0,187.0,28.0,11.1,,1986.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8506373,308214000,ASTOR,Passenger (Cruise) Ship,Passenger (Cruise) Ship,,3498.0,20704.0,176.0,22.0,6.15,,1987.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
7502021,518120000,VESTBORG,General Cargo Ship,General Cargo Ship,,1564.0,1086.0,66.0,11.0,4.3,,1976.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9461881,566407000,APL LE HAVRE,Container Ship,Container Ship,,123137.0,113735.0,349.0,46.0,,,2012.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8818752,235000970,ANGERMANLAND,General Cargo Ship,General Cargo Ship,,4334.0,3845.0,105.0,16.0,5.77,,1989.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,H4-DE WEERDER,Passenger ship,Passenger ship,,,,19.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HELENA,Cargo ship,Cargo ship,,,,135.0,11.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8502183,677045500,KHALED H,General Cargo Ship,General Cargo Ship,,8783.0,5934.0,,,8.1,,1984.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ELGERIA,Cargo ship,Cargo ship,,,,84.0,10.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LEANKE,Tug,Tug,,,,17.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9480318,376754000,STANFORD SWAN,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,100.0,244.0,42.0,6.0,1.75,,2008.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9316024,236385000,KEY BORA,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,3502.0,2627.0,92.0,15.0,5.7,,2006.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9439125,370118000,OCEAN CAESAR,Bulk Carrier,Bulk Carrier,,180176.0,90091.0,288.0,45.0,18.17,,2008.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9263203,210490000,MOUNT ADAMELLO,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,40002.0,22521.0,181.0,27.0,11.97,,2004.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9579913,345000010,GLADIATOR,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,523.0,385.0,48.0,10.0,,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,NOFO2,Pleasure craft,Pleasure craft,,,,8.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9308194,636091289,HS SCOTT,Container Ship,Container Ship,,38547.0,32968.0,213.0,32.0,12.0,,2007.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9261619,249822000,SEA LUCK III,Crude Oil Tanker,Crude Oil Tanker,,105869.0,57314.0,244.0,42.0,14.92,,2003.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9156357,247083600,GABRIELE M,Passenger Ship,Passenger Ship,,46.0,445.0,40.0,10.0,,,1997.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9034834,367160000,CAPT BUD BISSO,Tug,Tug,,,451.0,33.0,10.0,5.3,,1992.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
1008700,319173000,GLOBAL,Yacht,Yacht,,,1796.0,,,3.6,,2006.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9237149,271000653,SADAN BAYRAKTAR,Container Ship,Container Ship,,8080.0,5886.0,116.0,18.0,7.47,,2001.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ETHRA,Cargo ship,Cargo ship,,,,20.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9502702,228344800,RMT PENFRET,Tug,Tug,,,475.0,32.0,16.0,4.3,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,LUMARA,Cargo ship,Cargo ship,,,,105.0,10.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9056026,314191000,WILSON GDANSK,General Cargo Ship,General Cargo Ship,,3686.0,2506.0,88.0,13.0,5.518,,1993.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9552056,305771000,EMSWAVE,General Cargo Ship,General Cargo Ship,,5233.0,3500.0,100.0,13.0,6.15,,2011.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9410454,351188000,OCEAN CLARION,Bulk Carrier,Bulk Carrier,,176952.0,89603.0,289.0,45.0,17.955,,2009.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9013048,245824000,FRISIUM,General Cargo Ship,General Cargo Ship,,2355.0,1786.0,87.0,12.0,3.733,,1992.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9052666,375258000,SLETRINGEN,General Cargo Ship,General Cargo Ship,,2500.0,1598.0,82.0,11.0,4.5,,1992.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,AMALEGRO,Passenger ship,Passenger ship,,,,110.0,12.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9043861,366593000,DELAWARE RESPONDER,Pollution Control Vessel,Pollution Control Vessel,,1400.0,1335.0,,,4.4,,1993.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,BROTONNE,Dredging or UW ops,Dredging or UW ops,,,,38.0,15.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9583249,338504000,LEGACY,Pusher Tug,Pusher Tug,,2366.0,2164.0,213.0,32.0,,,2011.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,CADENZA,Cargo ship,Cargo ship,,,,70.0,10.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
7369168,518351000,TINTO,General Cargo Ship,General Cargo Ship,,1175.0,1739.0,82.0,12.0,4.21,,1974.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9199256,304011027,THESEUS,General Cargo Ship,General Cargo Ship,,2500.0,1846.0,90.0,12.0,4.49,,2000.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9551894,248105000,BOA BRAGE,Tug,Tug,,,490.0,32.0,12.0,4.19,,2009.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,SOJOURN,Fishing vessel,Fishing vessel,,,,20.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9552044,305711000,EMSDOLLART,General Cargo Ship,General Cargo Ship,,5233.0,3500.0,99.0,13.0,6.15,,2011.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9288435,477400700,MULBERRY PARIS,Bulk Carrier,Bulk Carrier,,76492.0,39964.0,225.0,32.0,14.028,,2004.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,RENOIR,Passenger ship,Passenger ship,,,,110.0,11.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9491496,636014588,AALDERDIJK,Container Ship,Container Ship,,21298.0,17368.0,168.0,26.0,10.5,,2011.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9005754,314251000,WILSON DOVER,General Cargo Ship,General Cargo Ship,,3269.0,2480.0,87.0,13.0,5.075,,1993.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
7420429,338724000,ALICE MORAN,Tug,Tug,,,449.0,36.0,10.0,4.3,,1976.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9530890,241079000,MARIA,Crude Oil Tanker,Crude Oil Tanker,,159600.0,81427.0,274.0,48.0,17.05,,2012.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8325547,367932000,USNS JOHN LENTHALL,Oil Products Tanker,Oil Products Tanker,,28408.0,25742.0,,,,,1986.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
7035315,367008020,ARTHUR BRUSCO,Tug,Tug,,,199.0,35.0,10.0,3.6,,1966.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9490040,247302900,AIDASOL,Passenger (Cruise) Ship,Passenger (Cruise) Ship,,7892.0,71304.0,253.0,38.0,7.3,,2011.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9104005,310327000,GRAND PRINCESS,Passenger (Cruise) Ship,Passenger (Cruise) Ship,,8418.0,107517.0,289.0,36.0,8.51,,1998.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9233404,538002409,BARKALD,Self Discharging Bulk Carrier,Self Discharging Bulk Carrier,,49463.0,28924.0,189.0,32.0,11.893,,2002.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,KEOKUK YTB-771,Tug,Tug,,,,34.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9150494,249772000,WILSON BRUGGE,General Cargo Ship,General Cargo Ship,,3694.0,2446.0,88.0,14.0,5.49,,1996.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9179127,538003709,CAPE BLANC,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,33540.0,21165.0,179.0,25.0,12.389,,1998.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8851144,366939170,ELIZABETH,Tug,Tug,,,167.0,25.0,8.0,,,1984.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8412687,311367000,GREEN FROST,Refrigerated Cargo Ship,Refrigerated Cargo Ship,,2979.0,3398.0,86.0,16.0,5.96,,1985.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,BAYOU CHENE,Dredging or UW ops,Dredging or UW ops,,,,13.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
6807216,366909530,RODERICK MCALLISTER,Tug,Tug,,,197.0,14.0,22.0,3.8,,1967.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9587829,226044000,ADARA,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,37577.0,23248.0,184.0,27.0,11.5,,2011.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8603963,257274500,MAAN DOLPHIN,Passenger Ship,Passenger Ship,,400.0,397.0,39.0,9.0,1.642,,1986.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8406157,220239000,BAMSE TUG,Tug,Tug,,200.0,370.0,35.0,10.0,4.996,,1985.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8611958,375102000,SULE VIKING,General Cargo Ship,General Cargo Ship,,2262.0,1599.0,80.0,11.0,4.37,,1987.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8119572,314336000,WILSON EXPRESS,Refrigerated Cargo Ship,Refrigerated Cargo Ship,,5864.0,6182.0,131.0,18.0,6.16,,1983.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
