imo_number,mmsi,name,vessel_class,ship_type,flag,dwt_mt,gross_tonnage,loa_m,beam_m,max_draft_m,cargo_capacity_mt,year_built,source,source_reference,provenance,observed_at,identity_classification
,,SEA DREAM,Pleasure craft,Pleasure craft,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HAYLEY B,Fishing vessel,Fishing vessel,,,,12.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,CASSILDE 3,Pleasure craft,Pleasure craft,,,,17.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,CYMYRAN BAY,HSC,HSC,,,,25.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,FUSION,Pleasure craft,Pleasure craft,,,,37.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,EUPHEMIA,Fishing vessel,Fishing vessel,,,,15.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,KOONYA EAST,Sailing vessel,Sailing vessel,,,,12.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9231535,235096351,NORMAND CUTTER,Pipe Layer,Pipe Layer,,9976.0,10979.0,127.0,27.0,8.413,,2001.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,DIVINA BARBARA,Pleasure craft,Pleasure craft,,,,32.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9371701,235096368,MAR CORAL,Fishing vessel,Fishing vessel,,,,33.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9662435,235096374,MCS BLUE NORTHER,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,,107.0,26.0,10.0,,,2012.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,SKIPPERS' RHAPSODY,Sailing vessel,Sailing vessel,,,,11.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ALEKSANDRIA ENGLAND,Pleasure craft,Pleasure craft,,,,30.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SY SCA II,Sailing vessel,Sailing vessel,,,,21.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,RUBY,Pleasure craft,Pleasure craft,,,,9.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9679098,235096501,MCS BOREAS,HSC,HSC,,,,27.0,10.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,SPINDRIFT,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LUMINOUS,Sailing vessel,Sailing vessel,,,,14.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,BLUE HOOLIE,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,THE BUSINESS,Pleasure craft,Pleasure craft,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,CALLISTO,Sailing vessel,Sailing vessel,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9623207,235096604,STATE OF GRACE,Sailing vessel,Sailing vessel,,,,38.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,AVANTE,Port tender,Port tender,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,BLAZING STAR,Pleasure craft,Pleasure craft,,,,17.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MOON CHILD LYC,Sailing vessel,Sailing vessel,,,,11.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ON A WHIM,Sailing vessel,Sailing vessel,,,,17.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LARK,Pleasure craft,Pleasure craft,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9629005,235096631,FAR SPICA,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,4000.0,3527.0,81.0,18.0,6.5,,2013.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,JUNO LUCINA,Sailing vessel,Sailing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,FREYJA,Pleasure craft,Pleasure craft,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9502960,235096684,HANJIN GOLD,Container Ship,Container Ship,,140973.0,141754.0,366.0,48.0,,,2013.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,RNLI LIFEBOAT 14-01,SAR,SAR,,,,14.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,RUBY STAR,Sailing vessel,Sailing vessel,,,,12.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,THE BLACK PIG,Pleasure craft,Pleasure craft,,,,7.0,2.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MOONSHINE,Pleasure craft,Pleasure craft,,,,9.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,DISCOVERY,Local type,Local type,,,,19.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,BLUE VENTURE,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HECLA OF UIST,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,KABRU,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,OWL,Sailing vessel,Sailing vessel,,,,10.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,STAR CHARGER,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,GEIR,Pleasure craft,Pleasure craft,,,,35.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,JO,Pleasure craft,Pleasure craft,,,,35.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,TERNE,Pleasure craft,Pleasure craft,,,,36.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,PEARL 75,Pleasure craft,Pleasure craft,,,,23.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,INDABA RIB,Pleasure craft,Pleasure craft,,,,9.0,2.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ARGONAUT BA858,Fishing vessel,Fishing vessel,,,,24.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ELISA 8,Pleasure craft,Pleasure craft,,,,18.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,DEEP BLUE,Pleasure craft,Pleasure craft,,,,6.0,2.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9647289,235096881,AMELIE,Bulk Carrier,Bulk Carrier,,35000.0,24187.0,180.0,30.0,10.1,,2013.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8818805,235096885,BERCEO,LPG Tanker,LPG Tanker,,4380.0,4691.0,,,6.11,,1991.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
8026335,235096987,F.V.SAPPHIRE 2 PZ115,Fishing Vessel,Fishing Vessel,,,180.0,26.0,8.0,,,2008.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,AQUILA,Sailing vessel,Sailing vessel,,,,12.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,F/V STELISSA,Fishing vessel,Fishing vessel,,,,21.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SAMEUL JAMES GY2,Fishing vessel,Fishing vessel,,,,10.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SUPANOVA 2,Fishing vessel,Fishing vessel,,,,5.0,11.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ANDRASTA,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SY MOXIE,Sailing vessel,Sailing vessel,,,,14.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,OCEAN SPIRIT,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LIQUID LIMO,Pleasure craft,Pleasure craft,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,COLLIE T,Tug,Tug,,,149.0,44.0,7.0,,,1964.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SEA CAB,Port tender,Port tender,,,,8.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,F48,Tug,Tug,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,AMBLE,Sailing vessel,Sailing vessel,,,,8.0,2.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NINA,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9591363,235097205,RTM COLUMBUS,Cargo ship,Cargo ship,,,,299.0,50.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,GIRL RACHAEL,Fishing vessel,Fishing vessel,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,CONSTANCE,Sailing vessel,Sailing vessel,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,YINDEE2,Pleasure craft,Pleasure craft,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,S/Y TWILIGHT,Sailing vessel,Sailing vessel,,,,37.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NEW VENTURE_K112,Fishing vessel,Fishing vessel,,,,16.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,GIG BOAT PELICAN,Port tender,Port tender,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,JAMES DALTON,Port tender,Port tender,,,,15.0,27.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9115705,235097299,BERGE PROSPERITY,Bulk Carrier,Bulk Carrier,,211201.0,108083.0,312.0,50.0,18.322,,1996.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,RIX CHEETAH,HSC,HSC,,,,20.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9669366,235097329,SEAHAWK,Sailing vessel,Sailing vessel,,,,58.0,10.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ELANDRA,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,TADITA,Pleasure craft,Pleasure craft,,,,8.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LADY MARIPOSA,Sailing vessel,Sailing vessel,,,,19.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,DALBY AIRE,HSC,HSC,,,,19.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,AQUALINA,Sailing vessel,Sailing vessel,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,GREAT ESCAPE 2,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HELEN,Sailing vessel,Sailing vessel,,,,17.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,UPSTART,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9503732,235097401,HANJIN GREEN EARTH,Cargo ship,Cargo ship,,,,366.0,48.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,MY BABY ROSE,Pleasure craft,Pleasure craft,,,,9.0,2.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SHADOW FAX,Sailing vessel,Sailing vessel,,,,10.0,2.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,TOURTERELLE,Sailing vessel,Sailing vessel,,,,16.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,BLUSH,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ACKEE,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9653484,235097474,GRAMPIAN SOVEREIGN,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,2515.0,3104.0,83.0,18.0,,,2013.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,BOXERFISH,Pleasure craft,Pleasure craft,,,,6.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MERLIN,HSC,HSC,,,,8.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,WILLCIE,Sailing vessel,Sailing vessel,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,OHANA,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SILVER MIST,Sailing vessel,Sailing vessel,,,,10.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,PERSEVERANCE,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NAVIGO,Pleasure craft,Pleasure craft,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NAURU BCK 635,Fishing vessel,Fishing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,XENA-YP,Pleasure craft,Pleasure craft,,,,20.0,20.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,TONGAREVA,Sailing vessel,Sailing vessel,,,,10.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LOTTIE II,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,OPTIMIST,Pleasure craft,Pleasure craft,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NINA,Pleasure craft,Pleasure craft,,,,18.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ELFIDA,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,COSMIC DANCER III,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,PELICAN OF ITCHEN,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,AQUISGRANA,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,KINGFISHER,Pleasure craft,Pleasure craft,,,,11.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9647291,235097727,NORDIC NANJING,Bulk Carrier,Bulk Carrier,,35000.0,24187.0,180.0,30.0,10.1,,2013.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,PLAN SEA,Sailing vessel,Sailing vessel,,,,16.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,GAMES-MAKER,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,DOUBLE TAKE,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SWS LONDON,Cargo ship,Cargo ship,,,,78.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,REDFIN,Pleasure craft,Pleasure craft,,,,6.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,EXOCET,Sailing vessel,Sailing vessel,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,REEL FUN 2,Pleasure craft,Pleasure craft,,,,5.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9483516,235097855,BIRGIT KNUTSEN,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,16536.0,11889.0,144.0,23.0,8.9,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,DEERHOUND,Tug,Tug,,,,28.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SEANERGY,Sailing vessel,Sailing vessel,,,,6.0,2.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LIBERATION,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,GALATEIA,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9256626,235097895,OTTAWA,Crude Oil Tanker,Crude Oil Tanker,,70296.0,42771.0,228.0,32.0,13.8,,2003.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,BLUE MAX,Sailing vessel,Sailing vessel,,,,14.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,PAMARZI,Sailing vessel,Sailing vessel,,,,18.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SCHIEHALLION,Unknown (HAZ-D),Unknown (HAZ-D),,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,JEU D ESPRIT,Sailing vessel,Sailing vessel,,,,16.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,WILD SUGAR,Pleasure craft,Pleasure craft,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9317298,235098017,BW EMPRESS,LPG Tanker,LPG Tanker,,49999.0,45965.0,230.0,37.0,10.783,,2005.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,DUSTY P,Sailing vessel,Sailing vessel,,,,12.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NO MORE,Fishing vessel,Fishing vessel,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ENDEAVOUR,HSC,HSC,,,,8.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9113915,235098044,BERGE MATTERHORN,Bulk Carrier,Bulk Carrier,,171978.0,87743.0,289.0,45.0,17.723,,1996.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,SUPERTRAMP,Sailing vessel,Sailing vessel,,,,12.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SEACAT DEFENDER,HSC,HSC,,,,25.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9285184,235098053,SPECIALITY,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,4426.0,3859.0,95.0,16.0,5.89,,2006.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9285196,235098058,SENIORITY,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,4430.0,3859.0,95.0,18.0,5.89,,2006.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9285201,235098061,SUPERIORITY,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,4415.0,3859.0,94.0,16.0,5.89,,2007.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,SCRABBLE,Sailing vessel,Sailing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,FIRST LIGHT,Pleasure craft,Pleasure craft,,,,12.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,BALOO,Sailing vessel,Sailing vessel,,,,10.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SOUTHERN CROSS,Sailing vessel,Sailing vessel,,,,11.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NORAH THERESE,Sailing vessel,Sailing vessel,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ARCHERS,Pleasure craft,Pleasure craft,,,,17.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MINNIE,Pleasure craft,Pleasure craft,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SUNBIRD,Sailing vessel,Sailing vessel,,,,18.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
